"review_id","business_id","user_id","stars","datetime","date","time","text","timestamp"
"Z3vIagItMbezo3PXvanoQA","00pYR20Rbt8c1r86UNlBJg","iQwtYQyEDe7zFDf8XyxzPg","4","2010-05-22 13:12:21","2010-05-22","13:12:21","The Tin Front Cafe is a great little vegetarian cafe in Homstead, across the tracks from the Waterfront. We went for dinner and the food was really good and reasonably priced. Both the butternut squash lasagna and the eggplant parmesan on polenta were delicious and they both came with sizable side salads that you would normally pay another $4-5 dollars for in other places (or they would jack up their entree price to compensate). Here you get both for under $10. 

With locally grown food making up a good menu, a nice space, free wifi, a beer/wine menu, I hope this place thrives in their unlikely location.","2019-12-29 01:12:25.950277+00"
"N0yICsaW08_UjFBiK-4R6g","00so-3NuawQ98XKLPMVFLg","7AHrugFXi95CkzYo4iNUZA","1","2015-02-05 22:44:58","2015-02-05","22:44:58","This was my first & last time to this cafe. I went this morning. They had a specials of the day sign. I told the cashier, I'll take the bacon & eggs special, but don't need the toast because I don't eat gluten. She said, I don't know what u r reading, it doesn't come w toast...rude! I looked at the board & said the $3.99 special. She said oh. I wait for my take out order...& out comes this pathetic tiny scrambled egg & 1 slice of bacon. With my ice tea, that she forgot & I had to remind her (they were not busy), I paid $6.25...what a rip off! I said that's really sad for 3.99, she said well u should've read the sign, 1 egg/1 bacon. Um, I did read the sign, that didn't change the fact that it was pathetic food. She then said u could've got the 4.29 menu item that came w 2 eggs, potatoes, etc. I said, that would've been nice to know & good customer service to advise me since I had told her I never been there before & especially since I didn't take the toast, u think she may have offered something different. Why in the world would u offer a ""special"" that's a worse deal than a menu item?! That's a tricky way to rip people off. I have been to countless restaurants & even fast food places offer suggestions & want their customers to get the best deal so they r happy & come back. Anyways, I may not have been this upset, but she was so rude!!!!! I will post the pic of that terrible food!","2019-12-29 01:12:25.950277+00"
"rnzePkmi_YfQbI7I1j_zyg","01fuY2NNscttoTxOYbuZXw","tQ0mpthvLYpI3tXaPgrDCw","1","2017-07-12 00:37:09","2017-07-12","00:37:09","I know I am in the minority on this one, but I would be lying to myself if I didn't say that this has to be one of the worst restaurants I have been to in a very long time. It really is unfortunate because I was really looking forward to eating here. 

It all started with the service. We put our name down and the hostess asked if we wanted to sit inside or outside. We asked if the outside was shaded etc. she told us that they had a gorgeous patio with fans shade umbrellas etc. so we said outside would be fine. After 15 mins she took us to a patio with no fans, no shade and a bunch of smokers. We told her that would not work and she accommodated us elsewhere. (After another 15 minute wait.) 

The food was beyond subpar. It was downright nasty. I ordered their chicken sandwich. (Supposed to be one of their most popular with peanut butter, slaw, siracha and so on.) When I got my sandwich the grilled chicken was chewy and tasted like what you would get at the school cafeteria. My bun was most likely made by wonder bread. My fries were undercooked and soggy. 

To top off the bad food we didn't have good table side service. It was like they wanted to flip our table so fast we had a different waitress asking us every 30 seconds what we wanted to eat before we ordered. JUST GIVE ME A SECOND TO LOOK AT THE MENU!  

To top that off I went home feeling sick and got mild food poisoning. I will not be back and will not recommend this place to anyone.","2019-12-29 01:12:25.950277+00"
"nSE0qjsERc301GizY2cvbg","01fuY2NNscttoTxOYbuZXw","FufrFaP1zCRzpwHjbUCKTw","2","2016-06-25 05:05:59","2016-06-25","05:05:59","After looking at restaurants to take my sister to after landing in Charlotte, we decided upon Pinky's. My sister specifically stated wanting yummy greasy food to feel like she was back home in the states so this restaurant seemed like a great option. Upon entering, we loved the punk vibe of the restaurant and the awesome music playlist. The hostess was very sweet and got us seated quickly. We then had a friendly waitress quickly take our order. We ordered drinks which were all really good and fairly priced. 

The low ratings are for the actual meal. I don't know if I came here on a bad day or if I just have superior taste buds but the food here was terrible. I ordered a white trash burger and it tasted like a middle school cafeteria burger. The beef was low quality, dry and lacked any flavor. I only took 3 bites and was over it. My sister had the chili dog and that too had a terrible quality of meat and lacked any great flavor. The pimento cheese fries were good but didn't have enough cheese so many of the fries were dry. The fish taco also was mediocre. The wings were like any standard wings, nothing special.

Overall, if you want a cool vibe with good drinks and friendly service, give this place a try. If you're actually trying to eat some decent food, find another restaurant.","2019-12-29 01:12:25.950277+00"
"Wp058T4leShZN62hmPJklw","01fuY2NNscttoTxOYbuZXw","MNa-NAt_G_kNNBCQjeN8Bw","4","2014-08-16 16:12:29","2014-08-16","16:12:29","This quaint restaurant at the corner of Morehead and Freedom Drive appears to be a dive bar that caters to the ""non dive bar"" crowd.  Littered with bumper stickers on the ice cooler, kitchen door, and beverage cooler is home to an energy-filled staff dressed in Pinky's t-shirts but showing off their individual style south of the t-shirt.  The restaurant has posters and signs from local events covering every open space of wall real estate and the wooden furniture proves to be an inviting touch.  In here you can yell, laugh, and order filling portions of bar food designed to intrigue you enough so that you read every description on the menu (i.e White Trash burger, Pterodactyl burger, Camp Green House Salad). 

Because I love seafood, I went with the Corn Dog Shrimp.  Although I usually don't have any expectations, I was surprised when my meal choice did not work out.  As I waited for my order to come to the table, I observed many plates of food passing me on middle school plastic cafeteria trays (another cool and funky style of Pinky's).  The burgers were huge, smelled sinful, and the hot dogs, corn dogs, soups, and salads I saw made me want to eat everything that passed me.  

I munched down on my Shrimp Corn Dogs and realized the combination was a bad mix. The sweet corn dog batter wrapped around shrimp did not work.  I did not know if the honey mustard worked best or the tarter sauce, so I used both.  I ended up removing the bread from the shrimp and eating them separately with the condiments (shrimp and tater sauce, bread and honey mustard).  Needless to say, it left a harsh after taste in my mouth and the potato salad was not my friend.  It has a gritty look to it and an herbal taste.  If you are looking for something with crunch (red onions or celery) and herbs, try the potato salad.  

Will I eat here again?  Yes, but I have to try their burgers and leave the cute, unconventional food parings listed on the menu to the more daring crowd. 

BTW:  I will sit outside next time.","2019-12-29 01:12:25.950277+00"
"vj4WLpIxt3v5AIugMGsd8Q","01fuY2NNscttoTxOYbuZXw","23-B3QtVnMUbgp7QGeCwyg","2","2010-11-13 22:31:05","2010-11-13","22:31:05","Friends, let's be completely honest about the ding dong chicken.  It was sub par to say the least!   Before even getting to the ultimate fail of the peanut butter, the chicken ""pattie"" and cafeteria-like white bun really deflated any chance of this being worth it's cost.  Both were clearly mass produced, frozen, thawed, warmed and slopped on a plate after being cooked in an admittedly decent array of spices.  The only reason I ordered this particular sando was to partake on a thai like peanut/spice journey and to take my first bite and arrive with a thick schtick of crunchy Jif on the roof of my mouth couldn't have pissed me off more.  This sandwich seriously had potential, but it's like someone gave up along the way and settled for ""this will do"".
That being said, I'm willing to give the joint another shot for two reasons:
1.  The white bean hummus was tasty.
2.  They were giving away free beer in lieu of not having secured their ABC permit.
I sincerely hope this place makes it b/c it's great for the neighborhood, but I feel there are some menu offerings that need to step it up a notch.","2019-12-29 01:12:25.950277+00"
"lEMaNeC0-I1EAsHfnubmeg","01nRNgH_ukm8E2td9TTZDA","CP2JYCgLYyMhN6IAlU-YZw","5","2016-06-29 18:30:11","2016-06-29","18:30:11","Stopped by while shopping in the eaton centre. Their sandwich display caught my eye and i was hungry and didn't feel like food court food. They had roughly 20 different sandwiches on display and wow they all looked great. Reminded me of a european style cafe. 
Anyway, I ordered the chicken panini and their smoked salmon sandwich and they grilled it on their panini press which took around 3 minutes or so. 

Food: 4/5 stars. Really great sandwiches. The spread in their chicken sandwich had very good flavour. The smoked salmon sandwich with cream cheese and capers was a good combination. Tasted fresh and was big enough to be filling.

Service: 5/5 stars. I went around lunchtime and the lady who i presume to be the owner helped me at the counter. Amazing service and she was very helpful with making my choices. She was extremely smiley so that was a plus in my books. 

Value: 5/5 stars. Nowadays with big mac combos costing close to 10 dollars, I'd rather grab a healthy fresh made lunch. 

Overall a cute mom and pop shop. Will definitely come by agan to try their other sandwiches.","2019-12-29 01:12:25.950277+00"
"WiF5ij2xjUGt86VR5a5mbQ","01Ov9eDxKRY5k6ImMdiWLQ","_B4PoG1_mXUGYKiF2F5Xzw","4","2014-07-16 04:58:33","2014-07-16","04:58:33","Here are a few good ones (pics posted by other yelpers):
1. http://www.yelp.com/biz_photos/hong-kong-garden-seafood-and-bbq-cafe-las-vegas#uqsCLBcDZ8VBcDWzSAY4kw
2. http://www.yelp.com/biz_photos/hong-kong-garden-seafood-and-bbq-cafe-las-vegas#Cvjd2laRJU_BeCL3NatqUA
3. Seafood chow fun
4. chicken gizzards and peanuts . Holy smoke, the peanuts were extremely good. It deserved a 5-star rating.","2019-12-29 01:12:25.950277+00"
"mGP6lQ8ymWzqPxHuqT9QFg","01Ov9eDxKRY5k6ImMdiWLQ","0_Yi7vJ9bCQfBHTHK8ipBg","4","2013-11-18 05:58:42","2013-11-18","05:58:42","Came here for a tasting. (Eating Chinese food in a group setting is always best so you can try lots of dishes!) The food is really good. I especially like the peking duck. It's a seafood and BBQ cafe but I didn't get to try their seafood items. For this reason, I'll be back and will see if they should get 5 stars.","2019-12-29 01:12:25.950277+00"
"U4NH3lYnr750DYotOXnFWA","01VEnC_OYatfDgTdgpJ_LA","bkcnjyQBlFCxBmspqEw2Hg","3","2017-10-11 22:55:49","2017-10-11","22:55:49","I appreciated the tasty and flakey cheese and ham croissoints and good brewed coffee (rather than the cafe americano that some espresso-equipped places want you to settle for). However my dining companion and I were served the wrong pizza, topped with a meat neither of us liked. Our short window of time to eat did not allow for us to request a redo but the people two tables down seemed to enjoy what we were pretty sure was our pizza!","2019-12-29 01:12:25.950277+00"
"NNs4Mjt-DU1ysiJoQb2yAA","01VEnC_OYatfDgTdgpJ_LA","j203G63NFjvxHvW-UuH6Ww","4","2015-09-25 20:30:21","2015-09-25","20:30:21","Great open design concept packed w/ surprisingly affordable high quality ingredients. Great place for assorted produce, meat and cheeses, breads, and just about anything your regular Safeway or co-op would have except at a much better quality level. Stop in at the cafe and be sure to grab a late or cappuccino, sit down, relax, and take a quick staycay to Europe.","2019-12-29 01:12:25.950277+00"
"QPY5YMtPk2IMpkxHPKCjLA","01VEnC_OYatfDgTdgpJ_LA","A0RTMWwhTGsoqPjhErZUIA","4","2015-07-21 02:21:25","2015-07-21","02:21:25","Imagine my surprise when one day I went to a nearby Sobey's and tried the doors only to discover the store had closed! I wondered what would take the grocery store's place...
Fast forward six months later and I couldn't have been happier to have the Italian Centre Shop open in that same location! It is truly a mecca of all things Italian (though I keep on bothering Gino to bring in some 'roast your own' porchetta) and European. I usually go in the middle of the afternoon on a weekday so that I can have a cappuccino and explore the aisles at my leisure and I find something new (to me) on the shelves every time. Squid Ink, Quince paste, frozen sour cherries...and all of it at pretty decent prices. I buy all my deli meat and some cheeses at their deli, which they say is the largest deli in Western Canada and I've even found a variety of olives that I adore. Don't forget to stand staring in amazement at the wall of cheese or order one of their freshly made pizzas with the best chewy/crispy crust to go. I do think, however, that they need a better system for ordering pizzas. It isn't obvious that you have to go directly to the till to order a pizza, especially when everything else can be ordered over the counter. I was waiting for quite a while my first time ordering and was wondering how come so many nonnas were zipping right by me with their little excuuusaamee's :)
I love that, in addition to the hard to find imported goods, you can find so many local products, like Messenger Meats Piedmontese beef and peppers grown right in Lacombe, AB. 
I think that it's fair to say that a store of this size and quality might have some growing pains in the first few weeks of operation. The staff have taken on a huge learning curve and are getting more informed every day. I find the number system at deli's to be quite useful (they are used in Europe and other countries) when used consistently (when it's not busy they don't use it and it gets confusing) and I think people should just roll with it. 
Oh, and if you live 'down south' like I do, you can buy espresso on your way to work as the cafe opens at 7:30 am.","2019-12-29 01:12:25.950277+00"
"hRLr_aKnjAcH-e-ar1lSbw","01VEnC_OYatfDgTdgpJ_LA","2Kgd8_CKyYMvauEA6Z0mAA","4","2015-07-16 00:12:21","2015-07-16","00:12:21","I was so excited to make my first trip to the Italian Centre. My part of the SW isn't exactly loaded with different places to buy ethnic groceries. 
This place is crazy on a Sunday morning. 
You can do  your groceries, take out food or sit in at the cafe. They offer catering as well.
While they don't have the largest of selections for produce, they have a million choices of meat, tons of cheese, in house baked bread as well as oodles of pasta (boxed,bagged, fresh or frozen) 
They are also a slew of options when it comes to olive oils/ canned & jarred goods, sparkling waters and desserts.
Next time I go in, I'll be stopping for an americano and try one of their home made cannoli.","2019-12-29 01:12:25.950277+00"
"heD5uEBpMa-IDkc_DEYI9g","01VPJkcU0m8WzlA7dCEpVQ","GNBDopXrreEHxDon9Y32sA","4","2018-05-06 21:08:36","2018-05-06","21:08:36","I really liked this place! You can either order to-go or order-in for boba tea. This gives it a nice, cafe-like vibe. There's also food available here and it smelled super delicious.

 The service is quick-paced and everyone is super friendly. 

I ordered the lavender milk tea, but I feel the milk may have overpowered the tea. 

Overall, I would come back.","2019-12-29 01:12:25.950277+00"
"MML1yOO9cIrQaF_n6Kplbw","01VPJkcU0m8WzlA7dCEpVQ","qJyfV5LGMy6-DUW5Wjh1IA","5","2018-01-23 15:32:50","2018-01-23","15:32:50","The servings are large, the theme is cats and the vibe of the cafe is very chill and relaxing. The place is well-decorated; board games are provided to break the ice or pass some time. I ended up ordering the Wintermelon Slush with Rose Water (if I'm not mistaken) Boba. It was delicious but I had to take the rest on the go because I couldn't finish the drink in one sitting. Overall, fun experience! I recommend it for an after-date-night, or a winding down moment with friends! Will visit again when I'm around that area! Thanks for the great service!","2019-12-29 01:12:25.950277+00"
"Df8Q5xHiw5aU-UvG_L4Ghg","01VPJkcU0m8WzlA7dCEpVQ","JIC0A714ca2SrhGkFr9OSw","5","2018-01-07 03:00:44","2018-01-07","03:00:44","This is my go-to boba place in Vegas! With so much boba cafes in the area, it can get hard to choose which ones to go to, but this place always have good service, fresh boba, and awesome tea selections. And for a limited time only, they are having rose boba....it's PRETTY in PINK!! Another reason to stop by here before it runs out! 
Their drink sizes are hugeee!! Their regular size i think is 32 oz, and it's a dollar extra than the menu price, which shows the ""small"" size. 
Parking area is small, but I never had any issues with it. 
I definitely recommend the lavender milk tea!","2019-12-29 01:12:25.950277+00"
"N7HBTr0VtnOfLjQFFnwhGA","01VPJkcU0m8WzlA7dCEpVQ","K8byELF3mfZxbVA_FPVo9w","5","2017-05-07 03:05:20","2017-05-07","03:05:20","Adorable cat-themed cafe in a sketchy run-down looking strip mall. Don't let the location hold you back, once inside, it's as cute and clean as any Taiwanese boba shop. My go-to is the #1 on their Top10 list - a blended ice-milk drink with boba+brown sugar+egg pudding. They have a large tea menu to choose from and I haven't had a bad one yet in my dozen+ visits :) The Okinawa ice coffee taste like coffee ice cream! Lots of food/snack offerings as well, they're still testing out diff menu items (the hot pot and red-oil dumplings I liked are no longer available so that means I'll have to try more stuff).

The happy guy that makes my drinks the past few times is always super friendly and always follows up asking about how your drink tastes. Service is great and they are happy to customize your drink to just the way you like it.","2019-12-29 01:12:25.950277+00"
"GSSKBqI5YdoM8iqjgcyYvg","01VPJkcU0m8WzlA7dCEpVQ","pnda6IFF5EyrgSjF5GhOtw","4","2017-04-30 01:57:11","2017-04-30","01:57:11","I really enjoyed this place and their sizes surprised me! I came here with five of my friends and four of them ordered small boba drinks. It came in a tall glass that looked like a large. My friend and I ordered regular sizes and our drinks came in massive 32 oz jars!!! I'm sure it could feed at least two or three people. They offer a lot of variety in their menu and the drinks are reasonably priced. I ordered the matcha milk tea with boba and red bean. The milk tea was not too sweet which I like. 

Our waitress was very nice and accommodating to us, especially considering that our group was pretty large and their establishment is quite small. She was so understanding when some of us wanted to change our drinks while ordering. She also made sure that each of us liked our drinks, and we all did!

I heard that parking can be a problem but I came on a Friday at 6pm with no issues. What I don't really like about Tea Space is that it's a sit-down cafe, so we almost forgot to pay for our drinks up front after being there for a couple hours. Other than that, I will visit again because of the quality of the drinks and the kindness of the staff!","2019-12-29 01:12:25.950277+00"
"yeTD-6_8zDZzYcojYar_jg","01VPJkcU0m8WzlA7dCEpVQ","FP199lgjwZ6ccJPiKIMELw","5","2017-03-04 11:00:19","2017-03-04","11:00:19","Cute ambiance. Staff is friendly. Love that they serve real hot food and boba a lot of cafes usually just sell snacks. Ordered the chicken curry and it was really good! Had a good amount of carrots and potatoes - just how i like it. Love how their drink sizes are bigger than normal and you can choose between those cute bulb cups for an extra fee. They only have small and regular sized drinks and their regular cups are as big as those large soda cups u get from mcdonalds-- basically theyre bigger than your average boba size lol would definitely come back cos i really want to try their hot pot next!","2019-12-29 01:12:25.950277+00"
"c4OnrdVmbsoB-Im3Gj4EaA","01VPJkcU0m8WzlA7dCEpVQ","fgkJ6KUlrmbKyLDQervxsw","4","2016-11-30 01:22:14","2016-11-30","01:22:14","I'm sure just like everyone else who has stepped foot in this cafe, my first thought was: ""wow, there's a lot of cat-themed art in here."" Also, similar to my previously review on Bund Shanghai (located in the plaza diagonally across the street), Tea Space is in a very sketchy mini plaza, but they have transformed the interior to a cozy, neighborhood tea house. Their extensive menu includes snacks such as dumplings and even hot pot in addition to coffee,tea, and yogurt!

If you're the type who can't decide, look no further than their easily visible Top 10 menu behind the counter. It looks like the rankings have changed a bit from previous photos. At the top of the list was the Okinawa coffee with sea salt latte, which was the one I ended up trying. For $0.99 more, you can get a 32 oz. ""regular"" size, which felt like I was drinking a Big Gulp. It was a little on the sweeter side and if I were to order it again, I would get 3/4 sweetness. Other popular drinks on the list include wintermelon, Hokkaido milk tea, and ice milk. 

My girlfriend mentioned that this tea house is similar to Half and Half for those of you who are fans. If anything, it's a cool place to hang out. Also, it's right next to Church's Chicken, so there's also that.","2019-12-29 01:12:25.950277+00"
